From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival,Cost
Hosur,Salem,Srs Travels (SRS Travels),100,00:02:30,"2+2, Semi Sleeper, Non-AC, Video",11:00:00 PM,1:30:00 AM,6280
Hosur,Salem,Srs Travels (SRS Travels),190,00:04:45,"2+1, Sleeper, Non-AC, Non-Video",10:45:00 PM,3:30:00 AM,2720
Hosur,Salem,KPN Travels,140,00:03:30,2+2 VOLVO A/C(MULTI AXLE) : 44,7:30:00 AM,11:00:00 AM,4090
Hosur,Palladam,Srs Travels (SRS Travels),230,00:05:45,"2+1, Sleeper, Non-AC, Non-Video",11:45:00 PM,5:30:00 AM,2080
Hosur,Kanyakumari,Srs Travels (SRS Travels),527,00:13:10,"2+1, Sleeper, Non-AC, Non-Video",7:45:00 PM,8:55:00 AM,870
Hosur,Kanyakumari,Royal Travels,343,00:08:35,Royal,7:00:00 PM,3:35:00 AM,1220
Hosur,Kanyakumari,KPN Travels,540,00:13:30,2+1: 31 S.S NON A/C,7:00:00 PM,8:30:00 AM,860
Hosur,Rajapalayam,Royal Travels,241,00:06:02,RoyalSemisleeper,10:30:00 PM,4:32:00 AM,1950
Hosur,Rajapalayam,Srs Travels (SRS Travels),350,00:08:45,"2+1, Sleeper, Non-AC, Non-Video",10:15:00 PM,7:00:00 AM,1190
Hosur,T.Kallupatti,Srs Travels (SRS Travels),330,00:08:15,"2+1, Sleeper, Non-AC, Non-Video",10:15:00 PM,6:30:00 AM,1280
Hosur,Kayalpatnam,Srs Travels (SRS Travels),373,00:09:20,"2+1, Sleeper, Non-AC, Non-Video",10:00:00 PM,7:20:00 AM,1110
Hosur,Angamaly,Kallada Travels,319,00:07:59,SLEEPER CUM SEMI SLEEPER,7:45:00 PM,3:44:00 AM,1330
Hosur,Angamaly,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM,890
Hosur,Angamaly,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM,890
Hosur,Angamaly,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,7:24:00 AM,890
Hosur,Angamaly,Kallada Travels,301,00:07:32,SEMI SLEEPER,9:05:00 PM,4:37:00 AM,1440
Hosur,Angamaly,Kallada Travels,301,00:07:32,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:22:00 AM,1440
Hosur,Angamaly,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:30:00 PM,7:39:00 AM,890
Hosur,Angamaly,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,9:24:00 AM,890
Hosur,Angamaly,Kallada Travels,278,00:06:57,SEMI SLEEPER CUM SLEEPER,6:55:00 PM,1:52:00 AM,1600
Hosur,Angamaly,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 AM,9:54:00 PM,890
Hosur,Angamaly,Bharathi Travels,320,00:08:00,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",9:45:00 PM,5:45:00 AM,1330
Hosur,Angamaly,Srs Travels (SRS Travels),370,00:09:15,"2+2, Semi Sleeper, Non-AC, Video",6:45:00 PM,4:00:00 AM,1120
Hosur,Angamaly,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,2:54:00 AM,890
Hosur,Angamaly,Kallada Travels,301,00:07:32,SEMI SLEEPER,6:00:00 PM,1:32:00 AM,1440
Hosur,Kovilpati,KPN Travels,370,00:09:15,BERTH SLEEPER NON A/C :29,8:00:00 PM,5:15:00 AM,1120
Hosur,Kovilpati,Srs Travels (SRS Travels),340,00:08:30,"2+1, Sleeper, AC, Non-Video",8:30:00 PM,5:00:00 AM,1230
Hosur,Kovilpati,KPN Travels,400,00:10:00,BERTH SLEEPER A/C : 29,7:45:00 PM,5:45:00 AM,1030
Hosur,Kovilpati,Srs Travels (SRS Travels),410,00:10:15,"2+1, Sleeper, Non-AC, Non-Video",7:45:00 PM,6:00:00 AM,1010
Hosur,Kovilpati,Kallada Travels,394,00:09:51,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:10:00 PM,7:01:00 AM,1050
Hosur,Karwar,Seabird Tourists,480,00:12:00,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",8:00:00 PM,8:00:00 AM,900
Hosur,Thalayolaparambu,Kallada Travels,310,00:07:45,SEMI SLEEPER,9:05:00 PM,4:50:00 AM,1390
Hosur,Kumily,Srs Travels (SRS Travels),390,00:09:45,"2+1, Sleeper, Non-AC, Non-Video",8:45:00 PM,6:30:00 AM,1060
Hosur,Kumily,Kallada Travels,417,00:10:26,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 PM,8:11:00 AM,990
Hosur,Kumily,Kallada Travels,315,00:07:53,SEMI SLEEPER CUM SLEEPER,8:20:00 PM,4:13:00 AM,1350
Hosur,Thiruvalla,Kallada Travels,324,00:08:06,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:56:00 AM,1310
Hosur,Thiruvalla,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,9:24:00 AM,890
Hosur,Thiruvalla,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:30:00 PM,7:39:00 AM,890
Hosur,Thiruvalla,Srs Travels (SRS Travels),450,00:11:15,"2+2, Semi Sleeper, Non-AC, Video",6:45:00 PM,6:00:00 AM,930
Hosur,Ernakulam,Kallada Travels,301,00:07:32,SEMI SLEEPER,6:00:00 PM,1:32:00 AM,1440
Hosur,Ernakulam,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM,890
Hosur,Ernakulam,Kallada Travels,319,00:07:59,SLEEPER CUM SEMI SLEEPER,7:45:00 PM,3:44:00 AM,1330
Hosur,Ernakulam,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,7:24:00 AM,890
Hosur,Ernakulam,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM,890
Hosur,Ernakulam,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,2:54:00 AM,890
Hosur,Ernakulam,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 AM,9:54:00 PM,890
Hosur,Ernakulam,Kings Travels,460,00:11:30,"2+2, Seater",11:30:00 PM,11:00:00 AM,920
Hosur,Ernakulam,KPN Travels,420,00:10:30,BERTH SLEEPER A/C : 29,9:30:00 PM,8:00:00 AM,980
Hosur,Ernakulam,Bharathi Travels,330,00:08:15,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",9:45:00 PM,6:00:00 AM,1280
Hosur,Ernakulam,Kallada Travels,301,00:07:32,SEMI SLEEPER,9:05:00 PM,4:37:00 AM,1440
Hosur,Changanassery,Srs Travels (SRS Travels),440,00:11:00,"2+2, Semi Sleeper, Non-AC, Video",6:45:00 PM,5:45:00 AM,950
Hosur,Changanassery,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,9:24:00 AM,890
Hosur,Changanassery,Kallada Travels,324,00:08:06,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:56:00 AM,1310
Hosur,Changanassery,Bharathi Travels,371,00:09:16,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",9:45:00 PM,7:01:00 AM,1120
Hosur,Changanassery,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:30:00 PM,7:39:00 AM,890
Hosur,Muvattupuzha,Srs Travels (SRS Travels),400,00:10:00,"2+2, Semi Sleeper, Non-AC, Video",6:45:00 PM,4:45:00 AM,1030
Hosur,Uthamapalayam,Royal Travels,264,00:06:36,RoyalSemiSleeper,8:45:00 PM,3:21:00 AM,1720
Hosur,Uthamapalayam,Srs Travels (SRS Travels),350,00:08:45,"2+1, Sleeper, Non-AC, Non-Video",8:45:00 PM,5:30:00 AM,1190
Hosur,Kavalkinar,Kallada Travels,477,00:11:56,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:10:00 PM,9:06:00 AM,900
Hosur,Chidhambaram,Srs Travels (SRS Travels),283,00:07:05,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,7:00:00 AM,1560
Hosur,Chidhambaram,KPN Travels,310,00:07:45,2+2 : NON A/C S.S 31,10:15:00 PM,6:00:00 AM,1390
Hosur,Chidhambaram,Srs Travels (SRS Travels),300,00:07:30,"2+2, Executive AirBus, Non-AC, Video",11:30:00 PM,7:00:00 AM,1450
Hosur,Srivilliputtur,Royal Travels,241,00:06:02,RoyalSemisleeper,10:30:00 PM,4:32:00 AM,1950
Hosur,Srivilliputtur,Srs Travels (SRS Travels),330,00:08:15,"2+1, Sleeper, Non-AC, Non-Video",10:15:00 PM,6:30:00 AM,1280
Hosur,Tiruchendur,Srs Travels (SRS Travels),380,00:09:30,"2+1, Sleeper, Non-AC, Non-Video",10:00:00 PM,7:30:00 AM,1090
Hosur,Thiruchendur,KPN Travels,460,00:11:30,2+2 VOLVO A/C(MULTI AXLE) : 44,8:15:00 PM,7:45:00 AM,920
Hosur,Thiruchendur,KPN Travels,510,00:12:45,2+1: 31 S.S NON A/C,7:15:00 PM,8:00:00 AM,870
Hosur,Thiruchendur,SRM Transports India Private Limited,380,00:09:30,Sleeper,9:30:00 PM,7:00:00 AM,1090
Hosur,Avinashi,Kallada Travels,218,00:05:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,8:12:00 PM,2240
Hosur,Avinashi,Kallada Travels,185,00:04:38,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 AM,2:23:00 PM,2810
Hosur,Thirunelveli,Srs Travels (SRS Travels),330,00:08:15,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",9:15:00 PM,5:30:00 AM,1280
Hosur,Thirunelveli,Royal Travels,324,00:08:06,Royal,7:00:00 PM,3:06:00 AM,1310
Hosur,Thirunelveli,Srs Travels (SRS Travels),450,00:11:15,"2+1, Sleeper, Non-AC, Non-Video",7:45:00 PM,7:00:00 AM,930
Hosur,Thirunelveli,Srs Travels (SRS Travels),330,00:08:15,"2+1, Sleeper, AC, Non-Video",7:30:00 PM,3:45:00 AM,1280
Hosur,Thirunelveli,Srs Travels (SRS Travels),380,00:09:30,"2+1, Sleeper, AC, Non-Video",8:30:00 PM,6:00:00 AM,1090
Hosur,Marthandam,KPN Travels,440,00:11:00,2+2 VOLVO A/C(MULTI AXLE) : 44,9:00:00 PM,8:00:00 AM,950
Hosur,Marthandam,Srs Travels (SRS Travels),370,00:09:15,"2+1, Sleeper, AC, Non-Video",7:30:00 PM,4:45:00 AM,1120
Hosur,Marthandam,Srs Travels (SRS Travels),370,00:09:15,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",9:15:00 PM,6:30:00 AM,1120
Hosur,Marthandam,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:10:00 PM,9:19:00 AM,890
Hosur,Marthandam,KPN Travels,460,00:11:30,2+1: 31 S.S NON A/C,5:00:00 PM,4:30:00 AM,920
Hosur,Marthandam,KPN Travels,570,00:14:15,2+2 : 33 S.S NON A/C,5:15:00 PM,7:30:00 AM,860
Hosur,Marthandam,KPN Travels,460,00:11:30,2+2 VOLVO A/C(MULTI AXLE) : 44,10:00:00 PM,9:30:00 AM,920
Hosur,Marthandam,KPN Travels,470,00:11:45,2+2 VOLVO A/C(MULTI AXLE) : 44,8:15:00 PM,8:00:00 AM,910
Hosur,Marthandam,KPN Travels,470,00:11:45,BERTH SLEEPER A/C : 29,7:45:00 PM,7:30:00 AM,910
Hosur,Trichur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,8:50:00 AM,910
Hosur,Trichur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,10:50:00 AM,910
Hosur,Kuruvilangadu,Kallada Travels,315,00:07:53,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:43:00 AM,1350
Hosur,Kuruvilangadu,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:30:00 PM,7:39:00 AM,890
Hosur,Kuruvilangadu,Srs Travels (SRS Travels),423,00:10:35,"2+2, Semi Sleeper, Non-AC, Video",6:45:00 PM,5:20:00 AM,980
Hosur,Pondicherry,KPN Travels,250,00:06:15,BERTH SLEEPER A/C : 29,11:45:00 PM,6:00:00 AM,1860
Hosur,Pondicherry,KPN Travels,230,00:05:45,2+2 : NON A/C S.S 31,10:15:00 PM,4:00:00 AM,2080
Hosur,Pondicherry,Srs Travels (SRS Travels),240,00:06:00,"2+2, Executive AirBus, Non-AC, Video",11:30:00 PM,5:30:00 AM,1960
Hosur,Pondicherry,Srs Travels (SRS Travels),223,00:05:35,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,5:30:00 AM,2170
Hosur,Vadakkanchery,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,10:50:00 AM,910
Hosur,Vadakkanchery,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,9:35:00 AM,910
Hosur,Vadakkanchery,Kallada Travels,287,00:07:11,SEMI SLEEPER,9:40:00 PM,4:51:00 AM,1530
Hosur,Vadakkanchery,Kallada Travels,319,00:07:59,SLEEPER CUM SEMI SLEEPER,10:20:00 PM,6:19:00 AM,1330
Hosur,Vadakkanchery,Kallada Travels,287,00:07:11,SEMI SLEEPER,9:05:00 PM,4:16:00 AM,1530
Hosur,Vadakkanchery,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,10:35:00 AM,910
Hosur,Vadakkanchery,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,8:50:00 AM,910
Hosur,Vadakkanchery,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:30:00 PM,7:05:00 AM,910
Hosur,Vadakkanchery,Kallada Travels,301,00:07:32,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:22:00 AM,1440
Hosur,Thirumankalam,Kallada Travels,347,00:08:41,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:10:00 PM,5:51:00 AM,1200
Hosur,Ponkunnam,Kallada Travels,306,00:07:39,SEMI SLEEPER CUM SLEEPER,6:55:00 PM,2:34:00 AM,1410
Hosur,Villupuram,KPN Travels,190,00:04:45,2+2 : NON A/C S.S 31,10:15:00 PM,3:00:00 AM,2720
Hosur,Kattappana,Kallada Travels,333,00:08:20,SEMI SLEEPER CUM SLEEPER,8:20:00 PM,4:40:00 AM,1260
Hosur,Thiruvannamalai,Srs Travels (SRS Travels),183,00:04:35,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,4:30:00 AM,2850
Hosur,Thiruvannamalai,Srs Travels (SRS Travels),180,00:04:30,"2+2, Executive AirBus, Non-AC, Video",11:30:00 PM,4:00:00 AM,2920
Hosur,Kalamassery,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM,890
Hosur,Kalamassery,Kallada Travels,301,00:07:32,SEMI SLEEPER,9:05:00 PM,4:37:00 AM,1440
Hosur,Kalamassery,Kallada Travels,319,00:07:59,SLEEPER CUM SEMI SLEEPER,7:45:00 PM,3:44:00 AM,1330
Hosur,Kalamassery,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,7:24:00 AM,890
Hosur,Kalamassery,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM,890
Hosur,Kalamassery,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 AM,9:54:00 PM,890
Hosur,Kanjikode,Kallada Travels,417,00:10:26,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,9:41:00 AM,990
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,2:20:00 AM,910
Hosur,Thrissur,Kallada Travels,319,00:07:59,SLEEPER CUM SEMI SLEEPER,7:45:00 PM,3:44:00 AM,1330
Hosur,Thrissur,Bharathi Travels,270,00:06:45,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",9:45:00 PM,4:30:00 AM,1670
Hosur,Thrissur,Kings Travels,410,00:10:15,"2+2, Seater",11:30:00 PM,9:45:00 AM,1010
Hosur,Thrissur,Kallada Travels,319,00:07:59,SLEEPER CUM SEMI SLEEPER,10:20:00 PM,6:19:00 AM,1330
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,9:35:00 AM,910
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,10:50:00 AM,910
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,6:50:00 AM,910
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 AM,9:20:00 PM,910
Hosur,Thrissur,Kallada Travels,278,00:06:57,SEMI SLEEPER CUM SLEEPER,6:55:00 PM,1:52:00 AM,1600
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,8:50:00 AM,910
Hosur,Thrissur,Kallada Travels,301,00:07:32,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:22:00 AM,1440
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:30:00 PM,7:05:00 AM,910
Hosur,Thrissur,Kallada Travels,287,00:07:11,SEMI SLEEPER,9:40:00 PM,4:51:00 AM,1530
Hosur,Thrissur,Kallada Travels,301,00:07:32,SEMI SLEEPER,6:00:00 PM,1:32:00 AM,1440
Hosur,Thrissur,Kallada Travels,463,00:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,10:35:00 AM,910
Hosur,Thrissur,Kallada Travels,287,00:07:11,SEMI SLEEPER,9:05:00 PM,4:16:00 AM,1530
Hosur,Kayamkulam,Kallada Travels,338,00:08:27,SEMI SLEEPER,6:00:00 PM,2:27:00 AM,1240
Hosur,Kayamkulam,Kallada Travels,509,00:12:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,7:59:00 AM,870
Hosur,Kayamkulam,Kallada Travels,356,00:08:54,SLEEPER CUM SEMI SLEEPER,7:45:00 PM,4:39:00 AM,1170
Hosur,Kayamkulam,KPN Travels,420,00:10:30,2+2 VOLVO A/C(MULTI AXLE) : 44,7:15:00 PM,5:45:00 AM,980
Hosur,Kayamkulam,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,2:54:00 AM,890
Hosur,Cunoor,KPN Travels,280,00:07:00,2+2 : 33 S.S NON A/C,11:00:00 PM,6:00:00 AM,1590
Hosur,Ranny,Kallada Travels,310,00:07:45,SEMI SLEEPER CUM SLEEPER,6:55:00 PM,2:40:00 AM,1390
Hosur,Ranny,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 PM,9:54:00 AM,890
Hosur,Mayiladuthurai,Srs Travels (SRS Travels),323,00:08:05,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,8:00:00 AM,1310
Hosur,Mayiladuthurai,KPN Travels,400,00:10:00,2+2 S.S NON A/C : 31,9:00:00 PM,7:00:00 AM,1030
Hosur,Ottanchattram,KPN Travels,320,00:08:00,2+1: 31 S.S NON A/C,11:00:00 PM,7:00:00 AM,1330
Hosur,Moovattupuzha,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,9:24:00 AM,890
Hosur,Moovattupuzha,Kallada Travels,306,00:07:39,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:29:00 AM,1410
Hosur,Moovattupuzha,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:30:00 PM,7:39:00 AM,890
Hosur,Moovattupuzha,Kallada Travels,282,00:07:03,SEMI SLEEPER CUM SLEEPER,6:55:00 PM,1:58:00 AM,1570
Hosur,Tanjore,KPN Travels,320,00:08:00,2+2 S.S NON A/C : 31,9:00:00 PM,5:00:00 AM,1330
Hosur,Tanjore,KPN Travels,370,00:09:15,2+2 S.S NON A/C : 31,9:45:00 PM,7:00:00 AM,1120
Hosur,Tanjore,KPN Travels,330,00:08:15,BERTH SLEEPER A/C : 29,9:15:00 PM,5:30:00 AM,1280
Hosur,Pollachi,KPN Travels,300,00:07:30,BERTH SLEEPER A/C : 29,11:30:00 PM,7:00:00 AM,1450
Hosur,Pollachi,KPN Travels,260,00:06:30,2+2 : 33 S.S NON A/C,11:00:00 PM,5:30:00 AM,1760
Hosur,Pollachi,Srs Travels (SRS Travels),250,00:06:15,"2+1, Sleeper, Non-AC, Non-Video",11:45:00 PM,6:00:00 AM,1860
Hosur,Attingal,Kallada Travels,509,00:12:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,7:59:00 AM,870
Hosur,Attingal,Kallada Travels,347,00:08:41,SEMI SLEEPER,6:00:00 PM,2:41:00 AM,1200
Hosur,Attingal,Kallada Travels,509,00:12:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,3:29:00 AM,870
Hosur,Vedachandur,Srs Travels (SRS Travels),290,00:07:15,"2+1, Sleeper, Non-AC, Non-Video",10:30:00 PM,5:45:00 AM,1510
Hosur,Velankanni,KPN Travels,430,00:10:45,2+2 S.S NON A/C : 31,9:45:00 PM,8:30:00 AM,970
Hosur,Velankanni,KPN Travels,390,00:09:45,BERTH SLEEPER A/C : 29,9:15:00 PM,7:00:00 AM,1060
Hosur,Karaikudi,KPN Travels,370,00:09:15,BERTH SLEEPER A/C : 29,9:45:00 PM,7:00:00 AM,1120
Hosur,Karaikudi,KPN Travels,430,00:10:45,2+2 S.S NON A/C : 31,9:15:00 PM,8:00:00 AM,970
Hosur,Tripunithura,Kallada Travels,310,00:07:45,SEMI SLEEPER,9:05:00 PM,4:50:00 AM,1390
Hosur,Aluva,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM,890
Hosur,Aluva,Bharathi Travels,323,00:08:05,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",9:45:00 PM,5:50:00 AM,1310
Hosur,Aluva,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,7:24:00 AM,890
Hosur,Aluva,Kallada Travels,319,00:07:59,SLEEPER CUM SEMI SLEEPER,7:45:00 PM,3:44:00 AM,1330
Hosur,Aluva,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM,890
Hosur,Aluva,Kallada Travels,301,00:07:32,SEMI SLEEPER,6:00:00 PM,1:32:00 AM,1440
Hosur,Aluva,Kallada Travels,301,00:07:32,SEMI SLEEPER,9:05:00 PM,4:37:00 AM,1440
Hosur,Aluva,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,2:54:00 AM,890
Hosur,Aluva,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:45:00 AM,9:54:00 PM,890
Hosur,Irinjalakuda,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,11:24:00 AM,890
Hosur,Irinjalakuda,Kallada Travels,296,00:07:24,SEMI SLEEPER,9:40:00 PM,5:04:00 AM,1470
Hosur,Kozhenchery,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:15:00 PM,9:24:00 AM,890
Hosur,Kozhenchery,Kallada Travels,324,00:08:06,SEMI SLEEPER CUM SLEEPER,7:50:00 PM,3:56:00 AM,1310
Hosur,Cherthala,Kallada Travels,324,00:08:06,SEMI SLEEPER,6:00:00 PM,2:06:00 AM,1310
Hosur,Cherthala,Kallada Travels,347,00:08:41,SLEEPER CUM SEMI SLEEPER,7:45:00 PM,4:26:00 AM,1200
Hosur,Cherthala,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM,890
Hosur,Cherthala,KPN Travels,380,00:09:30,2+2 VOLVO A/C(MULTI AXLE) : 44,7:15:00 PM,4:45:00 AM,1090
Hosur,Cherthala,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,7:15:00 PM,7:24:00 AM,890
Hosur,Cherthala,Kallada Travels,486,00:12:09,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:45:00 PM,2:54:00 AM,890
Hosur,Cherthala,Bharathi Travels,340,00:08:30,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",9:45:00 PM,6:15:00 AM,1230
Hosur,Ooty,KPN Travels,300,00:07:30,2+2 : 33 S.S NON A/C,11:00:00 PM,6:30:00 AM,1450
Hosur,Nagercoil,KPN Travels,420,00:10:30,2+2 VOLVO A/C(MULTI AXLE) : 44,9:00:00 PM,7:30:00 AM,980
Hosur,Nagercoil,KPN Travels,450,00:11:15,2+2 VOLVO A/C(MULTI AXLE) : 44,8:15:00 PM,7:30:00 AM,930
Hosur,Nagercoil,Srs Travels (SRS Travels),350,00:08:45,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",9:15:00 PM,6:00:00 AM,1190
Hosur,Nagercoil,KPN Travels,440,00:11:00,2+2 VOLVO A/C(MULTI AXLE) : 44,10:00:00 PM,9:00:00 AM,950
Hosur,Nagercoil,KPN Travels,420,00:10:30,2+1: 31 S.S NON A/C,5:00:00 PM,3:30:00 AM,980
Hosur,Nagercoil,KPN Travels,500,00:12:30,BERTH SLEEPER A/C : 29,8:30:00 PM,9:00:00 AM,880
Hosur,Nagercoil,Royal Travels,333,00:08:20,Royal,7:00:00 PM,3:20:00 AM,1260
Hosur,Nagercoil,Kallada Travels,477,00:11:56,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:10:00 PM,9:06:00 AM,900
Hosur,Nagercoil,KPN Travels,510,00:12:45,2+2 : 33 S.S NON A/C,5:15:00 PM,6:00:00 AM,870
Hosur,Nagercoil,KPN Travels,520,00:13:00,2+1: 31 S.S NON A/C,7:00:00 PM,8:00:00 AM,870
Hosur,Nagercoil,Srs Travels (SRS Travels),420,00:10:30,"2+1, Sleeper, AC, Non-Video",8:30:00 PM,7:00:00 AM,980
Hosur,Nagercoil,KPN Travels,450,00:11:15,BERTH SLEEPER A/C : 29,7:45:00 PM,7:00:00 AM,930
