From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival,Cost
Anand,Vashi,Neeta Tours and Travels,462,00:11:05,Brand New Volvo Multi-Axle A/C,11:55:00 PM,11:00:00 AM,990
Anand,Vashi,shrinath travel agency-brand new lcd coach,462,00:10:00,A/c,10:00:00 PM,8:00:00 AM,1180
Anand,Vashi,Neeta Tours and Travels,462,00:11:03,B9R Multi-Axle Semi Sleeper Volvo A/C,11:57:00 PM,11:00:00 AM,990
Anand,Vashi,H.K.Travels-,462,00:09:00,Non A/c,6:30:00 PM,3:30:00 AM,1410
Anand,Vashi,Neelkanth Jain  Travels,462,00:07:13,Non A/c,12:20:00 AM,7:33:00 AM,1960
Anand,Vashi,shree vijay maitreya travels line p. ltd,462,00:10:00,A/c,9:00:00 PM,7:00:00 AM,1180
Anand,Vashi,Neeta Tours and Travels,462,00:10:30,Brand New Volvo Multi-Axle A/C,9:00:00 PM,7:30:00 AM,1090
Anand,Vashi,shree vijay maitreya travels line p. ltd,462,00:11:33,Non A/c,8:00:00 PM,7:33:00 AM,920
Anand,Vashi,Baldev Travels,462,00:11:33,Non A/c,8:15:00 PM,7:48:00 AM,920
Anand,Vashi,Neeta Tours and Travels,462,00:11:33,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,4:00:00 PM,920
Anand,Vashi,Neeta Tours and Travels,462,00:10:30,Mercedes Benz Multi Axle Semi Sleeper A/C,10:45:00 PM,9:15:00 AM,1090
Anand,Vashi,shree vijay maitreya travels line p. ltd-brand new coach,462,00:11:33,Non A/c,8:00:00 PM,7:33:00 AM,920
Anand,Vashi,shree vijay maitreya travels line p. ltd-Brand new coach,462,00:10:00,A/c,11:30:00 PM,9:30:00 AM,1180
Anand,Vashi,Neeta Tours and Travels,462,00:10:30,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,3:45:00 AM,1090
Anand,Nasik,raj express,300,00:07:30,Non A/c,10:30:00 PM,6:00:00 AM,1450
Anand,Nasik,raj express-nilay,360,00:09:00,Non A/c,8:30:00 PM,5:30:00 AM,1150
Anand,Nasik,shrinath travel agency-brand new lcd coach,390,00:09:45,A/c,8:00:00 PM,5:45:00 AM,1060
Anand,Nasik,Speedlink Travel Services,360,00:09:00,Ordinary A/C,8:00:00 PM,5:00:00 AM,1150
Anand,Nasik,raj express,300,00:07:30,Non A/c,8:45:00 PM,4:15:00 AM,1450
Anand,Nasik,raj express-raj volvo,300,00:07:30,Volvo  A/c,9:15:00 PM,4:45:00 AM,1450
Anand,Nasik,raj express,300,00:07:30,Volvo  A/c,9:10:00 PM,4:40:00 AM,1450
Anand,Nasik,shree vijay maitreya travels line p. ltd,400,00:10:00,A/c,9:15:00 PM,7:15:00 AM,1030
Anand,Nasik,shree vijay maitreya travels line p. ltd-(AC. L.C.D COACH),400,00:10:00,A/c,8:15:00 PM,6:15:00 AM,1030
Anand,Kamothe,Shree Sahjanand Travels,475,00:11:50,Odinary,7:30:00 PM,7:20:00 AM,910
Anand,Kolhapur,Neeta Tours and Travels,819,00:18:00,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,11:15:00 AM,1190
Anand,Kolhapur,Neeta Tours and Travels,819,00:17:05,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,7:45:00 AM,1250
Anand,Ankleshwar,punjab travels,136,00:03:00,Non A/c,6:45:00 PM,9:45:00 PM,5040
Anand,Ankleshwar,shrinath travel agency-brand new lcd coach,136,00:03:15,A/c,6:15:00 PM,9:30:00 PM,4520
Anand,Ankleshwar,shrinath travel agency-brand new lcd coach,136,00:03:00,A/c,10:00:00 PM,1:00:00 AM,5040
Anand,Ankleshwar,shree vijay maitreya travels line p. ltd-Brand new coach,136,00:03:00,A/c,11:30:00 PM,2:30:00 AM,5040
Anand,Ankleshwar,shree vijay maitreya travels line p. ltd-brand new coach,136,00:03:00,A/c,8:30:00 PM,11:30:00 PM,5040
Anand,Ankleshwar,shrinath travel agency,136,00:03:15,Non A/c,9:15:00 PM,12:30:00 AM,4520
Anand,Ankleshwar,shrinath travel agency-brand new lcd coach,136,00:03:15,A/c,8:00:00 PM,11:15:00 PM,4520
Anand,Ankleshwar,shrinath travel agency-brand new lcd coach,136,00:03:15,A/c,7:15:00 PM,10:30:00 PM,4520
Anand,Ankleshwar,shree vijay maitreya travels line p. ltd,136,00:03:00,A/c,9:00:00 PM,12:00:00 AM,5040
Anand,Ankleshwar,shrinath travel agency,136,00:03:30,Non A/c,11:00:00 PM,2:30:00 AM,4080
Anand,Ankleshwar,shrinath travel agency,136,00:03:30,A/c,8:30:00 PM,12:00:00 AM,4080
Anand,Ankleshwar,shree vijay maitreya travels line p. ltd,136,00:03:24,Non A/c,8:00:00 PM,11:24:00 PM,4250
Anand,Ankleshwar,shree vijay maitreya travels line p. ltd-brand new coach,136,00:03:24,Non A/c,8:00:00 PM,11:24:00 PM,4250
Anand,Shamlaji,shrinath travel agency-brand new lcd coach,201,00:04:00,A/c,10:15:00 PM,2:15:00 AM,3530
Anand,Shamlaji,shrinath travel agency,201,00:04:00,Non A/c,9:00:00 PM,1:00:00 AM,3530
Anand,Shamlaji,shrinath travel agency,201,00:03:45,Non A/c,7:00:00 PM,10:45:00 PM,3870
Anand,Mandvi,Shree Swaminarayan Travels,449,00:11:14,Ordinary,7:00:00 PM,6:30:00 PM,930
Anand,Chotila,Mahasagar Travels LTD.,207,00:04:50,Volga A/C,11:25:00 PM,4:15:00 AM,2690
Anand,Jalgaon,shrinath travel agency,360,00:09:00,A/c,8:30:00 PM,5:30:00 AM,1150
Anand,Jalgaon,shrinath travel agency,360,00:09:00,Non A/c,11:00:00 PM,8:00:00 AM,1150
Anand,Ujjain,shree vijay maitreya travels line p. ltd-a/c L e d coach,355,00:08:00,A/c,10:30:00 PM,6:30:00 AM,1420
Anand,Amet,shrinath travel agency,392,00:07:15,Non A/c,9:00:00 PM,4:15:00 AM,1770
Anand,Dhulia,shrinath travel agency,427,00:09:45,Non A/c,9:15:00 PM,7:00:00 AM,1150
Anand,Dhulia,shrinath travel agency,427,00:08:00,A/c,8:30:00 PM,4:30:00 AM,1600
Anand,Dhulia,shree vijay maitreya travels line p. ltd,427,00:05:00,Non A/c,8:30:00 PM,1:30:00 AM,3100
Anand,Dhulia,Speedlink Travel Services,427,00:09:00,Ordinary,7:30:00 PM,4:30:00 AM,1320
Anand,Dhulia,shrinath travel agency-brand new lcd coach,427,00:09:45,A/c,7:15:00 PM,5:00:00 AM,1150
Anand,Dhulia,shrinath travel agency,427,00:08:00,Non A/c,11:00:00 PM,7:00:00 AM,1600
Anand,Dhulia,punjab travels,427,00:12:00,Non A/c,6:45:00 PM,6:45:00 AM,760
Anand,Dhulia,shrinath travel agency-brand new lcd coach,427,00:09:00,A/c,10:00:00 PM,7:00:00 AM,1320
Anand,Bharuch,shrinath travel agency-brand new lcd coach,126,00:02:45,A/c,7:15:00 PM,10:00:00 PM,5620
Anand,Bharuch,punjab travels,126,00:02:30,Non A/c,6:45:00 PM,9:15:00 PM,6340
Anand,Surat,Neeta Tours and Travels,196,00:04:45,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,10:00:00 PM,2730
Anand,Surat,Neeta Tours and Travels,196,00:04:05,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,6:45:00 PM,3420
Anand,Surat,Neeta Tours and Travels,196,00:04:25,B9R Multi-Axle Semi Sleeper Volvo A/C,7:15:00 PM,11:40:00 PM,3050
Anand,Nadiad,shrinath travel agency,20,00:00:30,Non A/c,10:00:00 PM,10:30:00 PM,38080
Anand,Nadiad,shrinath travel agency,20,00:00:30,Non A/c,9:00:00 PM,9:30:00 PM,38080
Anand,Nadiad,shrinath travel agency,20,00:01:00,Non A/c,7:00:00 PM,8:00:00 PM,18080
Anand,Nadiad,shrinath travel agency-brand new lcd coach,20,00:00:30,A/c,10:15:00 PM,10:45:00 PM,38080
Anand,Thane,shree vijay maitreya travels line p. ltd-brand new coach,443,00:11:05,Non A/c,8:00:00 PM,7:05:00 AM,940
Anand,Thane,shree vijay maitreya travels line p. ltd,443,00:11:05,Non A/c,8:00:00 PM,7:05:00 AM,940
Anand,Thane,Shree Sahjanand Travels,443,00:10:30,Odinary,7:30:00 PM,6:00:00 AM,1040
Anand,Thane,Speedlink Travel Services,443,00:10:30,Ordinary,6:00:00 PM,4:30:00 AM,1040
Anand,GoaMadgaon,Neeta Tours and Travels,953,00:23:50,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,1:15:00 PM,1250
Anand,Bhiwandi,Bhagyalaxmi Travels,440,00:11:00,Non A/c,10:20:00 PM,9:20:00 AM,950
Anand,Bhiwandi,Speedlink Travel Services,440,00:10:10,Ordinary,9:00:00 PM,7:10:00 AM,1100
Anand,Indore,shree vijay maitreya travels line p. ltd-a/c L e d coach,348,00:09:30,A/c,10:30:00 PM,8:00:00 AM,1010
Anand,Adipur,Shree Sahjanand Travels,361,00:09:00,Odinary,9:15:00 PM,6:15:00 AM,1150
Anand,Adipur,Shree Swaminarayan Travels,361,00:10:00,Ordinary,7:00:00 PM,5:00:00 AM,930
Anand,Adipur,H.K.Travels-,361,00:08:55,Non A/c,9:15:00 PM,6:10:00 AM,1180
Anand,Anjar,Shree Swaminarayan Travels,360,00:10:15,Ordinary,7:00:00 PM,5:15:00 AM,880
Anand,Anjar,Shree Sahjanand Travels,360,00:09:15,Odinary,9:15:00 PM,6:30:00 AM,1090
Anand,Anjar,H.K.Travels-,360,00:09:05,Non A/c,9:15:00 PM,6:20:00 AM,1130
Anand,Satara,Neeta Tours and Travels,697,00:16:00,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,9:15:00 AM,1020
Anand,Satara,Neeta Tours and Travels,697,00:15:35,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,6:15:00 AM,1060
Anand,Ambaji,shrinath travel agency,243,00:07:00,Non A/c,10:00:00 PM,5:00:00 AM,1490
Anand,Kishangadh,shrinath travel agency,603,00:14:00,Non A/c,7:00:00 PM,9:00:00 AM,970
Anand,MumbaiVashi,Shree Sahjanand Travels,462,00:11:30,Odinary,7:30:00 PM,7:00:00 AM,920
Anand,MumbaiVashi,Speedlink Travel Services,462,00:10:40,Ordinary,6:00:00 PM,4:40:00 AM,1060
Anand,Gandhidham,Shree Swaminarayan Travels,356,00:10:30,Ordinary,7:00:00 PM,5:30:00 AM,820
Anand,Gandhidham,H.K.Travels-,356,00:08:35,Non A/c,9:15:00 PM,5:50:00 AM,1250
Anand,Gandhidham,Shree Sahjanand Travels,356,00:08:45,Odinary,9:15:00 PM,6:00:00 AM,1210
Anand,Bhusawal,shrinath travel agency,494,00:10:00,Non A/c,11:00:00 PM,9:00:00 AM,1260
Anand,Bhusawal,shrinath travel agency,494,00:10:00,A/c,8:30:00 PM,6:30:00 AM,1260
Anand,Goa,Neeta Tours and Travels,953,00:23:50,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,1:45:00 PM,1250
Anand,Madhapar,H.K.Travels-,115,00:10:05,Non A/c,9:15:00 PM,7:20:00 AM,300
Anand,Limbdi,Mahasagar Travels LTD.,139,00:02:20,Volga A/C,11:25:00 PM,1:45:00 AM,6950
Anand,Kharghar,Neelkanth Jain  Travels,459,00:07:18,Non A/c,12:20:00 AM,7:38:00 AM,1920
Anand,Kharghar,Shree Sahjanand Travels,459,00:11:45,Odinary,7:30:00 PM,7:15:00 AM,880
Anand,Chalisgao,shrinath travel agency,430,00:10:45,Non A/c,9:15:00 PM,8:00:00 AM,970
Anand,Chalisgao,punjab travels,520,00:13:00,Non A/c,6:45:00 PM,7:45:00 AM,870
Anand,Chalisgao,shrinath travel agency-brand new lcd coach,430,00:10:45,A/c,7:15:00 PM,6:00:00 AM,970
Anand,Chalisgao,shree vijay maitreya travels line p. ltd,440,00:11:00,Non A/c,8:30:00 PM,7:30:00 AM,950
Anand,Chalisgao,Speedlink Travel Services,400,00:10:00,Ordinary,7:30:00 PM,5:30:00 AM,1030
Anand,Panvel,Neeta Tours and Travels,459,00:10:50,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,1:30:00 AM,1020
Anand,Panvel,Neeta Tours and Travels,459,00:11:29,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,4:00:00 PM,920
Anand,Panvel,punjab travels,459,00:11:30,Non A/c,6:45:00 PM,6:15:00 AM,920
Anand,Panvel,shree vijay maitreya travels line p. ltd,459,00:11:29,Non A/c,8:00:00 PM,7:29:00 AM,920
Anand,Panvel,Neeta Tours and Travels,459,00:11:00,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,4:15:00 AM,1000
Anand,Panvel,Shree Sahjanand Travels,459,00:11:55,Odinary,7:30:00 PM,7:25:00 AM,860
Anand,Panvel,Neeta Tours and Travels,459,00:11:00,Brand New Volvo Multi-Axle A/C,9:00:00 PM,8:00:00 AM,1000
Anand,Panvel,shree vijay maitreya travels line p. ltd-brand new coach,459,00:11:00,A/c,8:30:00 PM,7:30:00 AM,1000
Anand,Panvel,shrinath travel agency-brand new lcd coach,459,00:10:45,A/c,6:15:00 PM,5:00:00 AM,1040
Anand,Panvel,shree vijay maitreya travels line p. ltd-brand new coach,459,00:11:29,Non A/c,8:00:00 PM,7:29:00 AM,920
Anand,Panvel,H.K.Travels-,459,00:10:30,Non A/c,6:30:00 PM,5:00:00 AM,1080
Anand,Panvel,Neeta Tours and Travels,459,00:10:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:15:00 PM,5:30:00 AM,1130
Anand,Panvel,Neeta Tours and Travels,459,00:11:33,B9R Multi-Axle Semi Sleeper Volvo A/C,11:57:00 PM,11:30:00 AM,910
Anand,Panvel,Neeta Tours and Travels,459,00:11:00,Mercedes Benz Multi Axle Semi Sleeper A/C,10:45:00 PM,9:45:00 AM,1000
Anand,Panvel,shree vijay maitreya travels line p. ltd-Brand new coach,459,00:11:00,A/c,11:30:00 PM,10:30:00 AM,1000
Anand,Panvel,Speedlink Travel Services,459,00:10:25,Ordinary,6:00:00 PM,4:25:00 AM,1100
Anand,Panvel,Neeta Tours and Travels,459,00:11:35,Brand New Volvo Multi-Axle A/C,11:55:00 PM,11:30:00 AM,900
Anand,Panvel,shree vijay maitreya travels line p. ltd,459,00:11:00,A/c,9:00:00 PM,8:00:00 AM,1000
Anand,Panvel,Speedlink Travel Services,459,00:10:25,Ordinary,9:00:00 PM,7:25:00 AM,1100
Anand,Panvel,shrinath travel agency-brand new lcd coach,459,00:10:30,A/c,10:00:00 PM,8:30:00 AM,1080
Anand,Aurangabad,punjab travels,559,00:14:00,Non A/c,6:45:00 PM,8:45:00 AM,860
Anand,Aurangabad,shrinath travel agency-brand new lcd coach,559,00:12:45,A/c,7:15:00 PM,8:00:00 AM,1000
Anand,Aurangabad,shrinath travel agency,559,00:12:45,Non A/c,9:15:00 PM,10:00:00 AM,1000
Anand,Aurangabad,shree vijay maitreya travels line p. ltd,559,00:12:00,Non A/c,8:30:00 PM,8:30:00 AM,1090
Anand,Aurangabad,Speedlink Travel Services,559,00:12:00,Ordinary,7:30:00 PM,7:30:00 AM,1090
Anand,Sirohi,shrinath travel agency,335,00:09:00,Non A/c,10:00:00 PM,7:00:00 AM,1090
Anand,Shirdi,shree vijay maitreya travels line p. ltd-(AC. L.C.D COACH),471,00:11:00,A/c,8:15:00 PM,7:15:00 AM,1030
Anand,Shirdi,raj express,471,00:10:30,Volvo  A/c,9:10:00 PM,7:40:00 AM,1110
Anand,Shirdi,shrinath travel agency-brand new lcd coach,471,00:11:45,A/c,8:00:00 PM,7:45:00 AM,910
Anand,Shirdi,Deep Travels (Ahmedabad)-,471,00:11:00,A/c,8:00:00 PM,7:00:00 AM,1030
Anand,Shirdi,raj express-nilay,471,00:11:00,Non A/c,8:30:00 PM,7:30:00 AM,1030
Anand,Shirdi,shree vijay maitreya travels line p. ltd,471,00:11:00,A/c,9:15:00 PM,8:15:00 AM,1030
Anand,Shirdi,raj express,471,00:10:30,Non A/c,10:30:00 PM,9:00:00 AM,1110
Anand,Shirdi,raj express-raj volvo,471,00:10:30,Volvo  A/c,9:15:00 PM,7:45:00 AM,1110
Anand,Shirdi,raj express,471,00:10:30,Non A/c,8:45:00 PM,7:15:00 AM,1110
Anand,Shirdi,shrinath travel agency-brand new lcd coach,471,00:12:00,A/c,10:00:00 PM,10:00:00 AM,870
Anand,Shirdi,Speedlink Travel Services,471,00:11:30,Ordinary A/C,8:00:00 PM,7:30:00 AM,950
Anand,Ahmednagar,shrinath travel agency-brand new lcd coach,561,00:13:45,A/c,8:00:00 PM,9:45:00 AM,890
Anand,Jaipur,shrinath travel agency,702,00:15:00,Non A/c,7:00:00 PM,10:00:00 AM,1120
Anand,AbuRoad,shrinath travel agency,265,00:08:00,Non A/c,10:00:00 PM,6:00:00 AM,1190
Anand,Gangapur,shrinath travel agency-brand new lcd coach,402,00:09:00,A/c,10:15:00 PM,7:15:00 AM,1260
Anand,Valsad,H.K.Travels-,268,00:04:30,Non A/c,8:30:00 PM,1:00:00 AM,3140
Anand,Valsad,shree vijay maitreya travels line p. ltd-brand new coach,268,00:06:42,Non A/c,8:00:00 PM,2:42:00 AM,1690
Anand,Valsad,Neelkanth Jain  Travels,268,01:02:00,Non A/c,12:20:00 AM,2:20:00 AM,-530
Anand,Valsad,H.K.Travels-,268,00:04:30,A/c,11:05:00 PM,3:35:00 AM,3140
Anand,Valsad,Neeta Tours and Travels,268,00:08:00,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,1:15:00 AM,1200
Anand,Valsad,punjab travels,268,00:07:00,Non A/c,6:45:00 PM,1:45:00 AM,1560
Anand,Valsad,Neeta Tours and Travels,268,00:06:05,Brand New Volvo Multi-Axle A/C,11:55:00 PM,6:00:00 AM,1990
Anand,Valsad,Neeta Tours and Travels,268,00:04:50,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,7:30:00 PM,2840
Anand,Valsad,Neeta Tours and Travels,268,00:06:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:15:00 PM,1:30:00 AM,1900
Anand,Valsad,H.K.Travels-,268,00:04:15,Non A/c,9:30:00 PM,1:45:00 AM,3410
Anand,Valsad,shree vijay maitreya travels line p. ltd,268,00:06:42,Non A/c,8:00:00 PM,2:42:00 AM,1690
Anand,Vapi,Prathana Travels Unit Of Arundhati Entreprise-,298,00:04:30,A/c,10:45:00 PM,3:15:00 AM,3220
Anand,Vapi,Neelkanth Jain  Travels,298,00:04:00,Non A/c,12:20:00 AM,4:20:00 AM,3780
Anand,Vapi,Neeta Tours and Travels,298,00:05:45,Mercedes Benz Multi Axle Semi Sleeper A/C,10:45:00 PM,4:30:00 AM,2250
Anand,Vapi,shree vijay maitreya travels line p. ltd,298,00:07:27,Non A/c,8:00:00 PM,3:27:00 AM,1460
Anand,Vapi,Neeta Tours and Travels,298,00:06:25,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,11:40:00 PM,1890
Anand,Vapi,Shree Sahjanand Travels,298,00:07:15,Odinary,7:30:00 PM,2:45:00 AM,1530
Anand,Vapi,H.K.Travels-,298,00:03:15,Non A/c,9:30:00 PM,12:45:00 AM,4930
Anand,Vapi,Speedlink Travel Services,298,00:05:45,Ordinary,6:00:00 PM,11:45:00 PM,2250
Anand,Vapi,shrinath travel agency-brand new lcd coach,298,00:05:00,A/c,10:00:00 PM,3:00:00 AM,2780
Anand,Vapi,Neeta Tours and Travels,298,00:06:50,Brand New Volvo Multi-Axle A/C,11:55:00 PM,6:45:00 AM,1700
Anand,Vapi,Neeta Tours and Travels,298,00:07:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:15:00 PM,2:30:00 AM,1530
Anand,Vapi,shree vijay maitreya travels line p. ltd-brand new coach,298,00:07:27,Non A/c,8:00:00 PM,3:27:00 AM,1460
Anand,Vapi,shrinath travel agency-brand new lcd coach,298,00:06:00,A/c,6:15:00 PM,12:15:00 AM,2110
Anand,Vapi,H.K.Travels-,298,00:04:00,A/c,11:05:00 PM,3:05:00 AM,3780
Anand,Vapi,H.K.Travels-,298,00:03:45,Non A/c,8:30:00 PM,12:15:00 AM,4110
Anand,Vapi,Speedlink Travel Services,298,00:05:45,Ordinary,9:00:00 PM,2:45:00 AM,2250
Anand,Vapi,Neeta Tours and Travels,298,00:07:27,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,4:00:00 PM,1460
Anand,Vapi,Neeta Tours and Travels,298,00:07:27,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,4:00:00 PM,1460
Anand,Vapi,Neeta Tours and Travels,298,00:04:03,B9R Multi-Axle Semi Sleeper Volvo A/C,11:57:00 PM,4:00:00 AM,3710
Anand,Vapi,punjab travels,298,00:06:30,Non A/c,6:45:00 PM,1:15:00 AM,1850
Anand,Vapi,Neeta Tours and Travels,298,00:05:45,Brand New Volvo Multi-Axle A/C,9:00:00 PM,2:45:00 AM,2250
Anand,Vapi,Neeta Tours and Travels,298,00:05:35,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,8:15:00 PM,2360
Anand,Nakhatrana,H.K.Travels-,450,00:11:15,Non A/c,9:15:00 PM,8:30:00 AM,930
Anand,Ahmedabad,shrinath travel agency,76,00:02:00,Non A/c,10:00:00 PM,12:00:00 AM,8220
Anand,Ahmedabad,shrinath travel agency-brand new lcd coach,76,00:01:30,A/c,10:15:00 PM,11:45:00 PM,11550
Anand,Bhuj,Shree Swaminarayan Travels,400,00:11:30,Ordinary,7:00:00 PM,6:30:00 AM,770
Anand,Bhuj,H.K.Travels-,400,00:10:15,Non A/c,9:15:00 PM,7:30:00 AM,980
Anand,Bhuj,Shree Sahjanand Travels,400,00:09:45,Odinary,9:15:00 PM,7:00:00 AM,1080
Anand,Junagadh,Mahasagar Travels LTD.,323,00:08:05,Volga A/C,11:25:00 PM,10:45:00 PM,1310
Anand,GoaMapusa,Neeta Tours and Travels,953,00:23:50,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,12:15:00 PM,1250
Anand,Dombivili,Bhagyalaxmi Travels,467,00:11:41,Non A/c,10:20:00 PM,10:01:00 AM,910
Anand,Dombivili,Speedlink Travel Services,467,00:10:15,Ordinary,9:00:00 PM,7:15:00 AM,1150
Anand,Karad,Neeta Tours and Travels,697,00:17:00,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,10:15:00 AM,950
Anand,Navsari,Neelkanth Jain  Travels,219,00:00:15,Non A/c,12:20:00 AM,12:35:00 AM,78580
Anand,Navsari,punjab travels,219,00:05:30,Non A/c,6:45:00 PM,12:15:00 AM,2210
Anand,Jamnagar,Jamnagar Travels Pvt. Ltd.,341,00:07:00,A/c,2:00:00 PM,9:00:00 PM,1740
Anand,GoaPanjim,Neeta Tours and Travels,953,00:23:50,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,12:45:00 PM,1250
Anand,Beawer,shrinath travel agency,505,00:11:00,Non A/c,7:00:00 PM,6:00:00 AM,1110
Anand,Bhilwara,shrinath travel agency-brand new lcd coach,451,00:10:00,A/c,10:15:00 PM,8:15:00 AM,1160
Anand,Yeola,shrinath travel agency-brand new lcd coach,449,00:11:00,A/c,10:00:00 PM,9:00:00 AM,970
Anand,Udaipur,shrinath travel agency-brand new lcd coach,240,00:06:00,A/c,10:15:00 PM,4:15:00 AM,1960
Anand,Udaipur,shrinath travel agency,180,00:04:30,Non A/c,9:00:00 PM,1:30:00 AM,2920
Anand,Udaipur,shrinath travel agency,240,00:06:00,Non A/c,7:00:00 PM,1:00:00 AM,1960
Anand,Kalyan,Bhagyalaxmi Travels,464,00:11:36,Non A/c,10:20:00 PM,9:56:00 AM,910
Anand,Kalyan,shrinath travel agency-brand new lcd coach,464,00:09:45,A/c,6:15:00 PM,4:00:00 AM,1240
Anand,Kalyan,punjab travels,464,00:10:00,Non A/c,6:45:00 PM,4:45:00 AM,1190
Anand,Kalyan,Speedlink Travel Services,464,00:10:05,Ordinary,9:00:00 PM,7:05:00 AM,1170
Anand,Lonavala,Neeta Tours and Travels,525,00:09:30,Mercedes Benz Multi Axle Semi Sleeper A/C,10:45:00 PM,8:15:00 AM,1450
Anand,Lonavala,punjab travels,525,00:12:00,Non A/c,6:45:00 PM,6:45:00 AM,1010
Anand,Lonavala,Neeta Tours and Travels,525,00:11:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:15:00 PM,6:30:00 AM,1120
Anand,Lonavala,Neeta Tours and Travels,525,00:11:05,Mercedes Benz Multi Axle Semi Sleeper A/C,2:40:00 PM,1:45:00 AM,1150
Anand,Lonavala,shree vijay maitreya travels line p. ltd,525,00:09:00,Non A/c,8:00:00 PM,5:00:00 AM,1560
Anand,Lonavala,H.K.Travels-,525,00:11:15,Non A/c,6:30:00 PM,5:45:00 AM,1120
Anand,Lonavala,shree vijay maitreya travels line p. ltd-brand new coach,525,00:09:00,Non A/c,8:00:00 PM,5:00:00 AM,1560
Anand,Lonavala,Neeta Tours and Travels,525,00:08:15,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,8:00:00 AM,1770
Anand,Lonavala,Neeta Tours and Travels,525,00:09:30,B9R Multi-Axle Semi Sleeper Volvo A/C,5:15:00 PM,2:45:00 AM,1450
Anand,Lonavala,Neeta Tours and Travels,525,00:11:30,Brand New Volvo Multi-Axle A/C,9:00:00 PM,8:30:00 AM,1080
Anand,Lonavala,shree vijay maitreya travels line p. ltd-Brand new coach,525,00:11:00,A/c,11:30:00 PM,10:30:00 AM,1160
Anand,Lonavala,shree vijay maitreya travels line p. ltd,525,00:11:00,A/c,9:00:00 PM,8:00:00 AM,1160
Anand,Lonavala,Shree Sahjanand Travels,525,00:12:30,Odinary,7:30:00 PM,8:00:00 AM,940
Anand,Lonavala,shree vijay maitreya travels line p. ltd-brand new coach,525,00:11:00,A/c,8:30:00 PM,7:30:00 AM,1160
Anand,Lonavala,shrinath travel agency-brand new lcd coach,525,00:11:30,A/c,10:00:00 PM,9:30:00 AM,1080
Anand,Mankuva,H.K.Travels-,411,00:10:25,Non A/c,9:15:00 PM,7:40:00 AM,980
Anand,Malegaon,shrinath travel agency-brand new lcd coach,400,00:10:00,A/c,10:00:00 PM,8:00:00 AM,1030
Anand,Baroda,shrinath travel agency-brand new lcd coach,42,00:00:45,A/c,6:15:00 PM,7:00:00 PM,24800
Anand,Baroda,shrinath travel agency,42,00:01:00,A/c,8:30:00 PM,9:30:00 PM,18140
Anand,Baroda,shrinath travel agency,42,00:01:00,Non A/c,11:00:00 PM,12:00:00 AM,18140
Anand,Baroda,shree vijay maitreya travels line p. ltd-brand new coach,42,00:01:00,A/c,8:30:00 PM,9:30:00 PM,18140
Anand,Baroda,punjab travels,42,00:01:00,Non A/c,6:45:00 PM,7:45:00 PM,18140
Anand,Baroda,H.K.Travels-,42,00:01:00,Non A/c,6:30:00 PM,7:30:00 PM,18140
Anand,Baroda,shrinath travel agency-brand new lcd coach,42,00:00:45,A/c,7:15:00 PM,8:00:00 PM,24800
Anand,Baroda,shree vijay maitreya travels line p. ltd-brand new coach,42,00:01:03,Non A/c,8:00:00 PM,9:03:00 PM,17180
Anand,Baroda,shree vijay maitreya travels line p. ltd,42,00:01:00,Non A/c,8:30:00 PM,9:30:00 PM,18140
Anand,Baroda,shree vijay maitreya travels line p. ltd,42,00:01:00,A/c,9:00:00 PM,10:00:00 PM,18140
Anand,Baroda,shrinath travel agency,42,00:00:45,Non A/c,9:15:00 PM,10:00:00 PM,24800
